x_gaze,y_gaze,validity_gaze,timestamp_us_gaze,unix_time_ms_gaze,left_pupil_diameter_millimeters,left_pupil_validity,right_pupil_diameter_millimeters,right_pupil_validity,left_eye_x_gaze,left_eye_y_gaze,left_eye_validity_gaze,right_eye_x_gaze,right_eye_y_gaze,right_eye_validity_gaze
873.3409023284912,398.7261575460434,valid,20052776651,1629991238885,2.9180908203125,1,3.11602783203125,1,899.6912956237793,374.60734248161316,1,846.9905090332031,422.84497261047363,1
872.2177219390869,397.9774510860443,valid,20052793306,1629991238902,2.9236907958984375,1,3.1163482666015625,1,898.992977142334,372.65539169311523,1,845.4424667358398,423.2995104789734,1
869.586067199707,386.6799223423004,valid,20052809961,1629991238919,2.924530029296875,1,3.1094970703125,1,891.0281753540039,365.31200766563416,1,848.1439590454102,408.0478370189667,1
868.822660446167,383.8749808073044,valid,20052826615,1629991238936,2.9176025390625,1,3.116973876953125,1,890.7449913024902,358.154114484787,1,846.9003295898438,409.5958471298218,1
872.122049331665,382.1247589588165,valid,20052843270,1629991238952,2.919342041015625,1,3.116973876953125,1,892.7034187316895,350.07243633270264,1,851.5406799316406,414.1770815849304,1
871.9173717498779,384.1865140199661,valid,20052859925,1629991238969,2.9284515380859375,1,3.110687255859375,1,891.3412284851074,357.26502656936646,1,852.4935150146484,411.1080014705658,1
867.0795249938965,382.718101143837,valid,20052876579,1629991238984,2.9205474853515625,1,3.1040191650390625,1,894.1612815856934,369.3710482120514,1,839.9977684020996,396.06515407562256,1
867.1167469024658,379.961793422699,valid,20052893234,1629991239001,2.9218292236328125,1,3.10614013671875,1,891.7541885375977,368.9027988910675,1,842.479305267334,391.02078795433044,1
865.5364322662354,376.8181210756302,valid,20052909889,1629991239018,2.9214630126953125,1,3.1133880615234375,1,886.6513252258301,358.08449506759644,1,844.4215393066406,395.55174708366394,1
871.1329936981201,377.69595980644226,valid,20052926543,1629991239035,2.9255218505859375,1,3.1224212646484375,1,893.0435943603516,353.9300215244293,1,849.2223930358887,401.4618980884552,1
896.9288063049316,402.7141463756561,valid,20052943198,1629991239051,2.929229736328125,1,3.127288818359375,1,911.8434906005859,379.1025424003601,1,882.0141220092773,426.32575035095215,1
940.3505516052246,423.162202835083,valid,20052959853,1629991239068,2.9272613525390625,1,3.1296844482421875,1,961.9860076904297,400.78633546829224,1,918.7150955200195,445.5380702018738,1
995.6645965576172,442.7160054445267,valid,20052976508,1629991239084,2.9248046875,1,3.126678466796875,1,1014.4450378417969,421.8256902694702,1,976.8841552734375,463.60632061958313,1
1003.3859252929688,450.8371603488922,valid,20052993162,1629991239102,2.92279052734375,1,3.11688232421875,1,1024.386978149414,427.4574279785156,1,982.3848724365234,474.2168927192688,1
1001.8238067626953,450.0012445449829,valid,20053009817,1629991239118,2.9138336181640625,1,3.11285400390625,1,1025.5981063842773,422.88124680519104,1,978.0495071411133,477.1212422847748,1
1010.525951385498,451.5225559473038,valid,20053026472,1629991239135,2.9010009765625,1,3.1157073974609375,1,1032.5914764404297,424.46736574172974,1,988.4604263305664,478.5777461528778,1
1012.2043418884277,454.0051817893982,valid,20053043126,1629991239151,2.9158172607421875,1,3.11798095703125,1,1035.0243759155273,434.61889386177063,1,989.3843078613281,473.39146971702576,1
